; Converted Sat, 12 Jun 10 04:16:34 -0400

; The location of the waiting checkpoint. WaitLocation=x,y,z,interior
WaitLocation=319.3143,-54.0243,1.7205
MinLevel=0
JoinCost=15000
WinBaseXP=3000000
WinBaseCash=2500000

Name=Countryside Escape
Author=Smoke
Description=Escape through the countryside
RunTime=1000
Weather=
Time=

; Vehicle Model to race with. Other models: 0=No vehicle, -1=Any vehicle
Vehicle=489

; If there are no spawn points, races will just be given their vehicle at the checkpoint
; vehicletype param is optional.
; Format: SPAWN=x,y,z,rotz,vehicletype
CP=1237.208252,-128.837967,38.011284,0,8
CP=1417.05957,-213.372742,5.993969,0,8
CP=1528.373413,107.140694,28.479156,0,8
CP=1902.03833,44.399799,33.729103,0,8
CP=1833.620972,-340.390839,42.864513,0,8
CP=1447.806885,-314.817871,2.312969,0,8
CP=1253.774902,-413.016418,1.482073,0,8
CP=1035.880859,-452.06192,50.548035,0,8
CP=1019.496216,-279.538727,74.535873,0,8
CP=1009.615723,-181.76416,21.759809,0,8
CP=1232.880371,-125.238953,38.148552,0,8
CP=890.895325,-89.472466,22.687778,0,8
CP=581.319214,-201.052872,12.709194,0,8
CP=334.878143,-343.777771,8.159719,0,8
CP=179.020752,-210.336761,0.427317,0,8
CP=-83.046341,-173.950012,1.255514,0,8
CP=-36.735161,143.845337,2.117186,0,8
CP=-337.089203,170.061035,5.465458,0,8
CP=-670.680359,217.766937,18.026573,0,8
CP=-624.270752,-61.417877,62.854218,0,8
CP=-512.988647,-84.257118,61.19743,0,8
CP=-488.632904,29.717724,45.791168,0,8
CP=-713.793884,230.002014,1.222477,0,8
CP=-749.517456,112.851166,13.440353,0,8
CP=-737.892944,26.266457,32.822845,0,8
CP=-891.220886,-41.457428,33.426369,0,8
CP=-672.637817,17.480179,68.915146,0,8
CP=-838.362793,-120.89991,61.013992,0,8
CP=-793.690308,-188.429901,65.51886,0,8
CP=-514.722351,-188.252838,77.20269,0,8
CP=-457.154266,82.539879,27.000423,0,8
CP=-297.29364,192.235748,5.116621,0,8
CP=-391.236755,31.454414,34.323776,0,8
CP=-373.4841,-167.922882,56.479622,0,8
CP=-564.890869,-187.797852,77.40625,0,8
CP=-821.770386,-170.387115,65.462318,0,8
CP=-842.745361,-122.964546,60.657532,0,8
CP=-962.938354,-319.472473,35.275669,0,8
CP=-1234.061401,-771.595764,63.017849,0,8
CP=-1758.738525,-695.881897,25.491108,0,8
CP=-1494.337402,-379.395386,14.625484,0,8

; Format: OBJECT=modelid,x,y,z,rotx,roty,rotz
OBJECT=1634,-1424.214233,-313.064056,14.297318,0,0,132.249124817

