
Name=See the sights
Author=PhoenixFire
MinLevel=0
JoinCost=3000

; The location of the waiting checkpoint.
; WaitLocation=waitx,waity,waitz
WaitLocation=-1337.516113,-228.052017,13.827605

RunTime=1800
WinBaseXP=900000
WinBaseCash=700000
Weather=0

; Vehicle Model to race with. Other models: 0=No vehicle, -1=Any vehicle
Vehicle=522

; Checkpoints
; Type=0 is a normal checkpoint
; Type=1 is an air checkpoint
; The params type and size are optional
; Format: CP=x,y,z,type,size
CP=1715.311523,494.299133,28.717825,0,0.0
CP=1617.198730,146.938141,34.897308,0,0.0
CP=1658.303711,-228.980377,36.361050,0,0.0
CP=1690.341187,-735.658264,49.613113,0,0.0
CP=1598.040161,-1355.780762,25.332306,0,0.0
CP=1593.979370,-1618.418823,27.585938,0,0.0
CP=1642.575073,-1934.214478,23.177460,0,0.0
CP=1546.149170,-2111.029053,13.992882,0,0.0
CP=1496.909424,-2197.546387,12.375000,0,0.0
CP=1735.431763,-2172.037842,12.797700,0,0.0
CP=2079.051025,-2169.548096,11.276443,0,0.0
CP=2282.356934,-2079.260498,12.379320,0,0.0
CP=2218.828125,-1856.129761,12.339188,0,0.0
CP=2195.144531,-1647.608276,14.312500,0,0.0
CP=2212.280518,-1385.653809,22.828346,0,0.0
CP=1853.151855,-1340.685547,12.397840,0,0.0
CP=1859.927368,-1184.815674,22.828125,0,0.0
CP=1977.558228,-1051.369507,23.398438,0,0.0
CP=2219.157471,-1012.688049,59.582241,0,0.0
CP=2337.712891,-1035.635620,51.817997,0,0.0
CP=2551.433594,-966.508423,81.402084,0,0.0
CP=2750.099854,-859.224365,40.092766,0,0.0
CP=2857.558594,-517.437073,14.222910,0,0.0
CP=2706.267090,-306.445313,26.783171,0,0.0
CP=2763.306152,-66.927368,34.621910,0,0.0
CP=2771.990967,152.165939,19.730711,0,0.0
CP=2568.893555,318.851532,27.544683,0,0.0
CP=2380.244385,329.463074,31.657001,0,0.0
CP=2009.480835,315.148621,33.374210,0,0.0
CP=1685.664673,293.058350,18.748798,0,0.0
CP=1589.863770,314.047241,21.840967,0,0.0
CP=1465.771729,333.352417,17.843750,0,0.0
CP=1351.089844,383.724152,18.406250,0,0.0
CP=1290.517090,374.583374,18.406250,0,0.0
CP=1033.001465,477.917664,18.882813,0,0.0
CP=623.920776,309.075531,18.875418,0,0.0
CP=328.563416,87.348038,2.550757,0,0.0
CP=-18.307098,172.134277,1.078125,0,0.0
CP=-128.733551,-178.987473,0.951873,0,0.0
CP=-253.885010,-261.722473,0.398209,0,0.0
CP=-549.986755,-254.064590,58.938820,0,0.0
CP=-669.276978,-163.710083,58.995308,0,0.0
CP=-738.926270,113.196762,13.870947,0,0.0
CP=-563.094666,278.798920,1.073475,0,0.0
CP=-215.782990,245.609207,10.884023,0,0.0
CP=-127.434151,530.052124,6.171875,0,0.0
CP=-495.695892,593.886108,16.019058,0,0.0
CP=-782.985535,736.460022,17.185913,0,0.0
CP=-848.722839,994.396484,23.616823,0,0.0
CP=-1085.595093,1150.815430,36.896622,0,0.0
CP=-1302.225342,919.110535,42.818584,0,0.0
CP=-1683.336182,521.119629,37.242188,0,0.0
CP=-1801.913818,363.420380,16.015625,0,0.0
CP=-1995.366455,344.629425,34.015625,0,0.0
CP=-2006.881470,232.381119,27.388098,0,0.0
CP=-1881.704834,169.653183,37.565308,0,0.0
CP=-1798.855835,361.593842,16.023081,0,0.0
CP=-1756.918457,216.976715,3.427885,0,0.0
CP=-1763.494507,67.231918,5.251027,0,0.0
CP=-1763.165527,-113.447937,2.593343,0,0.0
CP=-1941.927856,-65.540382,24.729393,0,0.0
CP=-2159.155518,-68.964348,34.171875,0,0.0
CP=-2255.806885,-329.990967,49.867188,0,0.0
CP=-2227.816895,-733.996216,63.591953,0,0.0
CP=-2350.833984,-725.087952,104.184273,0,0.0
CP=-2421.458496,-607.366821,131.562500,0,0.0
CP=-2530.719482,-595.749451,131.710938,0,0.0
CP=-2791.000488,-479.211884,6.187500,0,0.0
CP=-2809.415771,-207.967728,6.031250,0,0.0
CP=-2651.896484,-210.132248,3.296875,0,0.0
CP=-2757.170410,-293.317352,6.039063,0,0.0

; Spawn Points
; If there are no spawn points, races will just be given their vehicle at the checkpoint
; Format: SPAWN=x,y,z,rotz
SPAWN=-1337.516113,-228.052017,13.827605,360.0
SPAWN=-1335.814209,-228.166687,13.827605,360.0
SPAWN=-1333.882813,-228.333832,13.827605,360.0
SPAWN=-1331.940186,-228.708725,13.827605,360.0
SPAWN=-1339.672729,-228.211700,13.827605,360.0
SPAWN=-1330.039429,-229.470428,13.827605,360.0
SPAWN=-1341.981201,-229.012985,13.827605,360.0
SPAWN=-1327.986572,-230.493225,13.827605,360.0

; Objects
; The last param (viewdistance) is optional
; Format: OBJECT=modelid,x,y,z,rotx,roty,rotz,viewdistance
OBJECT=1632,-1730.496582,-351.301605,14.444078,0.0,0.0,89.99997
OBJECT=1655,-2293.634033,2240.681152,5.282303,0.0,0.0,179.99992
OBJECT=1655,-2293.657715,2232.993896,8.332307,0.0,0.0,179.99992
OBJECT=1632,2211.856934,546.689026,0.758631,0.0,0.0,281.25002
OBJECT=1632,2219.531738,548.125610,4.114552,1.71888,0.0,280.39064
OBJECT=1632,2227.086914,549.567627,7.804959,6.1605,0.0,281.25002

; Pickups
; Format:
;	PICKUPREPAIR=x,y,z
;	PICKUPNITRO=x,y,z
;	PICKUPVEHICLE=vehicletype,x,y,z
PICKUPVEHICLE=446,-2292.813965,2214.334961,15.495148
PICKUPVEHICLE=411,2237.464111,552.234497,13.643299
