
Name=4 Wheel Driving
Author=m0rgZ
MinLevel=0
JoinCost=4000

; The location of the waiting checkpoint.
; WaitLocation=waitx,waity,waitz
WaitLocation=423.783997,2085.258057,17.136934

RunTime=99999
WinBaseXP=1000000
WinBaseCash=15000000
Weather=0

; Vehicle Model to race with. Other models: 0=No vehicle, -1=Any vehicle
Vehicle=579

; Checkpoints
; Type=0 is a normal checkpoint
; Type=1 is an air checkpoint
; The params type and size are optional
; Format: CP=x,y,z,type,size
CP=-2851.990723,466.396729,3.076767,0,0.0
CP=-2875.113770,402.231934,4.133062,0,0.0
CP=-2885.874023,351.976746,11.377109,0,0.0
CP=-2899.835205,278.803192,2.409267,0,0.0
CP=-2901.793945,64.584587,3.358369,0,0.0
CP=-2901.717773,-241.176529,2.469186,0,0.0
CP=-2914.113770,-435.886200,3.043762,0,0.0
CP=-2926.519287,-654.084534,3.927193,0,0.0
CP=-2911.338135,-730.401184,13.439566,0,0.0
CP=-2866.168945,-846.800110,6.158916,0,0.0
CP=-2822.389404,-827.820557,21.777843,0,0.0
CP=-2757.571289,-744.289429,37.878880,0,0.0
CP=-2687.871582,-716.682251,56.866497,0,0.0
CP=-2660.847900,-680.422607,73.998108,0,0.0
CP=-2612.135498,-635.526672,94.579063,0,0.0
CP=-2535.786133,-582.523621,128.801300,0,0.0
CP=-2472.468750,-587.766602,130.490265,0,0.0
CP=-2423.227539,-609.069031,131.562500,0,0.0
CP=-2390.966309,-640.049194,128.934570,0,0.0
CP=-2350.359863,-674.205200,115.901657,0,0.0
CP=-2358.066406,-743.907837,98.740952,0,0.0
CP=-2348.715820,-784.995667,93.371658,0,0.0
CP=-2227.683350,-746.238647,63.940548,0,0.0
CP=-2210.979004,-981.880188,37.366329,0,0.0
CP=-2126.363281,-1062.894653,29.521294,0,0.0
CP=-1894.390259,-1382.923218,38.820068,0,0.0
CP=-1704.625488,-1490.097534,33.657978,0,0.0
CP=-1569.338623,-1520.026367,36.734375,0,0.0
CP=-1544.930908,-1605.031982,36.734375,0,0.0
CP=-1589.636597,-1605.692993,35.257813,0,0.0
CP=-1757.249512,-1677.585327,34.277382,0,0.0
CP=-1783.037964,-1722.926514,27.151608,0,0.0
CP=-1799.427734,-1790.165039,45.524712,0,0.0
CP=-1797.715332,-1863.525024,84.640388,0,0.0
CP=-1773.802490,-1897.669189,92.757149,0,0.0
CP=-1647.378052,-1899.389160,88.930611,0,0.0
CP=-1579.319092,-1896.867310,84.298653,0,0.0
CP=-1535.903931,-1865.811890,74.031830,0,0.0
CP=-1500.210693,-1792.297241,53.028149,0,0.0
CP=-1450.600098,-1794.669434,46.436531,0,0.0
CP=-1436.960327,-1880.732666,32.733635,0,0.0
CP=-1409.697510,-2037.832886,0.085068,0,0.0
CP=-1337.807739,-2057.561523,14.437382,0,0.0
CP=-1329.692993,-2175.724854,20.679535,0,0.0
CP=-1427.483521,-2155.038574,11.559147,0,0.0
CP=-1581.215088,-2157.653564,14.406952,0,0.0
CP=-1663.634766,-2194.708984,32.991425,0,0.0
CP=-1698.996216,-2301.125000,43.223213,0,0.0
CP=-1778.266724,-2310.492676,41.994331,0,0.0
CP=-1846.551147,-2358.790527,31.438641,0,0.0
CP=-1880.738281,-2433.991699,31.753561,0,0.0
CP=-1791.956055,-2475.916504,16.165714,0,0.0
CP=-1712.946533,-2578.912354,20.745888,0,0.0
CP=-1632.872803,-2628.090820,49.231262,0,0.0
CP=-1512.445313,-2634.690186,47.586391,0,0.0
CP=-1365.390747,-2631.150879,25.304388,0,0.0
CP=-1252.273560,-2637.266846,7.093607,0,0.0
CP=-1137.154419,-2645.477051,12.660988,0,0.0
CP=-1091.121094,-2671.482910,25.035765,0,0.0
CP=-1017.657898,-2683.646973,51.487698,0,0.0
CP=-894.774963,-2666.041016,91.526878,0,0.0
CP=-791.493103,-2686.460938,85.155342,0,0.0
CP=-746.505737,-2666.201172,84.004967,0,0.0
CP=-717.047729,-2619.515381,74.958275,0,0.0
CP=-681.102173,-2541.147949,49.217247,0,0.0
CP=-652.895996,-2467.271484,32.281780,0,0.0
CP=-602.622192,-2410.562256,28.990499,0,0.0
CP=-615.126831,-2361.671875,28.669266,0,0.0
CP=-706.800049,-2352.014160,39.647278,0,0.0
CP=-706.307373,-2318.255859,29.903547,0,0.0
CP=-628.970459,-2186.212891,14.809694,0,0.0
CP=-477.727966,-2176.618652,57.919899,0,0.0
CP=-397.884369,-2194.960205,52.139267,0,0.0
CP=-259.201599,-2075.257568,36.032990,0,0.0
CP=-271.467010,-1949.625610,27.517113,0,0.0
CP=-319.491669,-1915.851807,11.988565,0,0.0
CP=-411.091583,-1909.904297,3.567041,0,0.0
CP=-444.507141,-1954.327637,14.879938,0,0.0
CP=-466.522247,-2018.592285,45.230686,0,0.0
CP=-516.064758,-2028.832153,50.107365,0,0.0
CP=-594.487488,-2028.501709,42.043259,0,0.0
CP=-669.377747,-1996.433472,24.077297,0,0.0
CP=-676.969727,-1884.629517,5.419388,0,0.0
CP=-730.083130,-1856.173462,12.891735,0,0.0
CP=-815.035522,-1910.779419,7.978836,0,0.0
CP=-857.895935,-1992.890991,17.958984,0,0.0
CP=-797.947449,-2085.889893,23.616520,0,0.0
CP=-816.339600,-2177.067627,20.679375,0,0.0
CP=-896.839111,-2179.540527,28.636543,0,0.0
CP=-950.054199,-2198.791748,37.791969,0,0.0
CP=-960.517761,-2292.748779,54.086151,0,0.0
CP=-889.504456,-2389.312500,52.495461,0,0.0
CP=-818.471008,-2456.830322,72.854034,0,0.0
CP=-824.661621,-2505.324463,83.508942,0,0.0
CP=-990.365173,-2611.941162,84.839859,0,0.0
CP=-1182.880371,-2409.988525,49.166191,0,0.0
CP=-1042.536987,-2051.849854,56.347958,0,0.0
CP=-953.482239,-1905.766968,80.213806,0,0.0
CP=-865.509827,-1876.211548,87.091187,0,0.0
CP=-772.516357,-1736.681519,94.845459,0,0.0
CP=-757.484131,-1291.091431,71.747459,0,0.0
CP=-719.942810,-1309.191406,63.041893,0,0.0
CP=-718.182678,-1689.614868,48.334202,0,0.0
CP=-682.863098,-1695.221802,36.451115,0,0.0
CP=-660.769653,-1576.510742,22.585678,0,0.0
CP=-656.856934,-1512.501709,20.230728,0,0.0
CP=-639.238220,-1488.265015,18.241684,0,0.0
CP=-581.228271,-1470.024414,9.649317,0,0.0
CP=-510.957642,-1424.009033,12.202372,0,0.0
CP=-362.660278,-1394.975586,19.959339,0,0.0
CP=-322.782440,-1267.431396,19.396057,0,0.0
CP=-304.414856,-1232.961060,17.229872,0,0.0
CP=-230.546265,-1157.883423,4.179577,0,0.0
CP=-182.633774,-1091.230713,1.730471,0,0.0
CP=-158.018005,-1014.457642,-0.056122,0,0.0
CP=-203.008835,-999.192139,12.413391,0,0.0
CP=-255.845398,-1031.651855,32.625572,0,0.0
CP=-328.665466,-1097.251465,58.473232,0,0.0
CP=-372.249451,-1110.878174,68.245125,0,0.0
CP=-424.877808,-1057.118286,51.947289,0,0.0
CP=-438.470184,-1024.041260,39.990658,0,0.0
CP=-471.924713,-978.563782,24.252584,0,0.0
CP=-390.106110,-851.141052,26.209961,0,0.0
CP=-351.939819,-765.092957,28.948265,0,0.0
CP=-398.994629,-718.399597,23.977375,0,0.0
CP=-509.159271,-714.069763,23.626923,0,0.0
CP=-620.612976,-727.805359,53.962051,0,0.0
CP=-670.025574,-810.610229,94.797096,0,0.0
CP=-728.300964,-870.002747,111.882019,0,0.0
CP=-812.453735,-948.613525,103.387840,0,0.0
CP=-831.746399,-982.665955,95.191261,0,0.0
CP=-849.071533,-1033.316895,86.968147,0,0.0
CP=-874.232849,-1085.308350,94.023384,0,0.0
CP=-896.283325,-1110.908447,97.834740,0,0.0
CP=-1060.319580,-942.322693,82.334167,0,0.0
CP=-1218.698608,-758.811584,62.005363,0,0.0
CP=-1112.763794,-509.722870,30.479683,0,0.0
CP=-984.910522,-413.386047,35.268684,0,0.0
CP=-942.918396,-215.696121,39.080311,0,0.0
CP=-912.416016,-145.310379,53.476624,0,0.0
CP=-858.520508,-126.873344,59.185287,0,0.0
CP=-835.553894,-149.686401,62.923038,0,0.0
CP=-801.224792,-186.882294,65.180511,0,0.0
CP=-685.325684,-162.018738,59.555473,0,0.0
CP=-589.413025,-189.036957,78.594719,0,0.0
CP=-512.885376,-175.022629,75.633102,0,0.0
CP=-530.565308,-86.926872,61.646381,0,0.0
CP=-622.522705,-63.210320,62.606613,0,0.0
CP=-605.905823,82.617058,38.852310,0,0.0
CP=-657.844543,146.520691,28.384411,0,0.0
CP=-671.887451,214.753113,18.239796,0,0.0
CP=-495.650970,219.074249,7.854525,0,0.0
CP=-444.023926,186.173141,4.395794,0,0.0
CP=-356.632935,172.357178,4.642426,0,0.0
CP=-351.839539,153.422409,6.048553,0,0.0
CP=-454.309509,83.488342,26.156059,0,0.0
CP=-479.978180,41.359573,40.960251,0,0.0
CP=-496.345825,50.043552,39.449104,0,0.0
CP=-623.838989,188.497925,15.287369,0,0.0
CP=-693.246643,241.852936,1.129765,0,0.0
CP=-176.833023,231.904358,10.117462,0,0.0
CP=3.578369,157.824020,1.078125,0,0.0
CP=536.159363,254.794632,14.286125,0,0.0
CP=643.026978,309.763123,18.882813,0,0.0
CP=973.507263,396.437439,18.882813,0,0.0
CP=1031.801636,497.621887,18.882813,0,0.0
CP=1397.569092,435.164307,18.886471,0,0.0
CP=1867.760010,362.597137,18.829975,0,0.0
CP=2016.127808,327.801025,26.928886,0,0.0
CP=2069.032471,252.068298,23.620234,0,0.0
CP=2209.065430,226.047607,13.513832,0,0.0
CP=2218.361572,202.654312,16.173767,0,0.0
CP=2223.783936,102.508530,25.335938,0,0.0
CP=2197.293701,87.439957,23.395391,0,0.0
CP=2080.938721,101.460510,27.004372,0,0.0
CP=1819.171753,191.629776,29.142271,0,0.0
CP=1597.895386,265.330139,16.474609,0,0.0
CP=1445.503540,204.974701,17.314175,0,0.0
CP=1366.568359,214.043869,18.406250,0,0.0
CP=1281.419312,231.367065,18.406250,0,0.0
CP=1238.987183,53.840149,22.425442,0,0.0
CP=1289.089478,-88.595093,35.703251,0,0.0
CP=1193.179932,-157.756012,39.434830,0,0.0
CP=1190.217041,-185.408600,38.552563,0,0.0
CP=1259.332275,-435.755493,4.231617,0,0.0
CP=1169.609497,-713.104553,60.974609,0,0.0
CP=1158.215210,-923.868958,41.975460,0,0.0
CP=1136.024902,-945.609070,41.610535,0,0.0
CP=1009.849243,-957.858032,40.751900,0,0.0
CP=965.454468,-947.522461,39.325623,0,0.0
CP=845.210571,-949.295837,48.311768,0,0.0
CP=865.907288,-897.786743,63.361179,0,0.0
CP=849.614014,-868.394714,71.926437,0,0.0
CP=1100.713013,-769.613342,107.886993,0,0.0
CP=1399.622803,-692.224304,87.298508,0,0.0
CP=1455.722412,-716.734131,90.632034,0,0.0
CP=1463.521240,-760.838928,93.265892,0,0.0
CP=1513.458252,-786.873962,76.203270,0,0.0
CP=1483.623413,-868.042358,57.380711,0,0.0
CP=1395.088867,-854.007813,42.902874,0,0.0
CP=1371.174194,-855.360352,41.523960,0,0.0
CP=1318.606323,-831.624512,58.215782,0,0.0
CP=1375.182129,-825.358032,65.391159,0,0.0
CP=1306.594849,-813.766174,76.725182,0,0.0
CP=1301.054810,-802.350525,83.140625,0,0.0
CP=1246.591675,-818.800110,83.140625,0,0.0
CP=1226.785156,-831.368774,83.468102,0,0.0
CP=1216.128296,-807.893433,86.994461,0,0.0
CP=1245.803467,-797.333984,88.187805,0,0.0
CP=1245.034912,-754.993774,92.592232,0,0.0
CP=1261.521606,-725.437439,93.076820,0,0.0
CP=1332.824219,-691.738525,91.127762,0,0.0
CP=1397.364258,-649.206787,90.351105,0,0.0
CP=1397.470093,-585.460449,77.248901,0,0.0
CP=1298.842163,-597.411987,98.395599,0,0.0
CP=1241.449829,-619.088074,102.750000,0,0.0
CP=1099.818726,-617.149780,107.629845,0,0.0
CP=927.324585,-675.930237,117.138664,0,0.0
CP=855.486633,-778.552979,81.082092,0,0.0
CP=723.538086,-809.662170,68.910782,0,0.0
CP=625.439026,-905.031311,62.086441,0,0.0
CP=522.235168,-907.030151,71.621307,0,0.0
CP=484.049103,-1005.856934,90.842697,0,0.0
CP=324.880676,-1030.004761,91.698502,0,0.0
CP=253.706604,-1136.236084,74.227852,0,0.0
CP=209.796906,-1144.039185,61.516354,0,0.0
CP=149.846970,-1220.093872,44.669617,0,0.0
CP=107.644455,-1262.976685,46.902916,0,0.0
CP=19.151478,-1343.226563,9.057980,0,0.0
CP=-23.150398,-1411.667603,10.210901,0,0.0
CP=7.308289,-1467.759521,3.580994,0,0.0
CP=-32.479252,-1505.812012,1.100605,0,0.0
CP=-11.708065,-1519.010132,1.287502,0,0.0
CP=97.927559,-1510.043579,6.586620,0,0.0
CP=186.222610,-1387.544678,46.992683,0,0.0
CP=397.394348,-1231.926147,50.755096,0,0.0
CP=410.663818,-1214.064819,48.055931,0,0.0
CP=487.861938,-1246.623169,17.071148,0,0.0
CP=494.190918,-1284.848999,14.604271,0,0.0
CP=493.706909,-1317.261475,14.673147,0,0.0
CP=517.118408,-1372.711914,14.960938,0,0.0
CP=535.221680,-1486.434448,13.334627,0,0.0
CP=534.718384,-1625.881714,15.702123,0,0.0
CP=563.576355,-1669.991821,17.086287,0,0.0
CP=626.291199,-1698.004150,14.097853,0,0.0
CP=660.881531,-1737.682007,12.478758,0,0.0
CP=791.447815,-1769.080200,12.293400,0,0.0
CP=829.978638,-1797.927979,12.598566,0,0.0
CP=836.413879,-2057.789795,11.867188,0,0.0
CP=834.546387,-2108.057129,8.643759,0,0.0

; Spawn Points
; If there are no spawn points, races will just be given their vehicle at the checkpoint
; Format: SPAWN=x,y,z,rotz
SPAWN=423.783997,2085.258057,17.136934,192.0
SPAWN=416.668884,2087.566895,17.261934,203.0
SPAWN=417.440002,2095.408691,17.236935,214.0
SPAWN=409.630371,2095.578857,17.219109,225.0
SPAWN=409.939331,2102.092773,17.136936,226.0
SPAWN=403.815704,2102.742432,17.211935,225.0
SPAWN=403.025055,2109.507568,17.261934,237.0
SPAWN=396.005493,2109.493896,17.261934,225.0
SPAWN=395.818268,2116.989502,17.211935,225.0
SPAWN=388.423004,2117.391846,17.244106,225.0
SPAWN=386.152069,2126.716064,17.169107,225.0
SPAWN=377.721954,2127.302246,17.269108,237.0

; Objects
; The last param (viewdistance) is optional
; Format: OBJECT=modelid,x,y,z,rotx,roty,rotz,viewdistance
OBJECT=3996,-432.462524,1197.451904,-0.157745,0.0,0.0,11.25002
OBJECT=3996,-533.649048,1177.364136,-0.154129,0.0,0.0,11.25002
OBJECT=747,-579.508118,1170.583008,-1.000278,0.0,0.0,315.2
OBJECT=747,-580.130981,1168.806030,-1.100177,0.0,0.0,183.20607
OBJECT=747,-580.569580,1172.037842,-1.097370,0.0,0.0,315.2
OBJECT=747,-581.261597,1172.847656,-0.890076,0.0,0.0,315.2
OBJECT=747,-581.341797,1170.073364,-0.373728,0.0,0.0,315.2
OBJECT=747,-577.974182,1166.870483,-1.063395,0.0,0.0,315.2
OBJECT=747,-577.081177,1165.881958,-1.159823,0.0,0.0,315.2
OBJECT=747,-578.452637,1165.715942,-0.539742,0.0,0.0,315.2
OBJECT=747,-581.058289,1169.596924,-0.527263,0.0,0.0,146.25009
OBJECT=747,-577.974304,1164.467407,-1.088548,0.0,0.0,146.25009
OBJECT=747,-575.418518,1163.065063,-1.119028,0.0,0.0,325.1303
OBJECT=747,-575.436157,1161.353760,-0.699905,0.0,0.0,325.1303
OBJECT=747,-577.626953,1164.149902,-0.475021,0.0,0.0,325.1303
OBJECT=899,-1631.137329,1309.041138,2.208877,0.0,16.32929,43.51346
OBJECT=3996,-1265.973511,1597.954468,-0.345423,0.0,0.0,67.49997
OBJECT=3996,-1305.453735,1502.717651,-0.334202,0.0,0.0,67.49997
OBJECT=3996,-1370.224976,1438.085205,-0.364596,0.0,0.0,22.49999
OBJECT=3996,-1465.671631,1398.666748,-0.375906,0.0,0.0,22.49999
OBJECT=3996,-1536.661865,1369.286133,-0.376631,0.0,0.0,22.49999
OBJECT=899,-1573.544067,1350.891602,-3.267355,0.0,16.32929,18.69344
OBJECT=10166,-1604.6058,1326.3640,-6.7985,0.0,0.0,0.0,22.49999
OBJECT=18451,836.997803,-2067.161377,12.354614,0.0,0.0,180.9
OBJECT=18451,835.267090,-2067.170654,12.379614,0.0,0.0,180.9

; Pickups
; Format:
;	PICKUPREPAIR=x,y,z
;	PICKUPNITRO=x,y,z
;	PICKUPVEHICLE=vehicletype,x,y,z
