
Name=Highway Menace
Author=Jdizzle
MinLevel=15
JoinCost=4000

; The location of the waiting checkpoint.
; WaitLocation=waitx,waity,waitz
WaitLocation=1296.888550,1813.011230,10.859189

RunTime=800
WinBaseXP=800000
WinBaseCash=13337
Weather=0

; Vehicle Model to race with. Other models: 0=No vehicle, -1=Any vehicle
Vehicle=411

; Checkpoints
; Type=0 is a normal checkpoint
; Type=1 is an air checkpoint
; The params type and size are optional
; Format: CP=x,y,z,type,size
CP=1650.570557,-2683.410156,4.867188,0,
CP=1817.653320,-2684.638428,4.867188,0,
CP=2071.230713,-2681.253174,12.382092,0,
CP=2174.396729,-2542.399658,12.375000,0,
CP=2215.117920,-2360.656982,12.375000,0,
CP=2332.430420,-2242.318848,12.374999,0,
CP=2477.207275,-2169.277832,12.532598,0,
CP=2744.815918,-2166.114502,9.929688,0,
CP=2836.901611,-2043.448975,9.937500,0,
CP=2838.869873,-1866.182251,9.925794,0,
CP=2867.176514,-1690.927856,9.875000,0,
CP=2920.287598,-1496.363770,9.882729,0,
CP=2909.651855,-1298.640259,9.875000,0,
CP=2889.731689,-1102.116455,9.875000,0,
CP=2893.826660,-923.077148,9.875000,0,
CP=2896.499023,-664.279602,9.835938,0,
CP=2839.796631,-503.029297,15.766051,0,
CP=2759.351563,-411.179413,22.433727,0,
CP=2712.270996,-253.448151,28.188637,0,
CP=2747.525146,-19.041275,32.750092,0,
CP=2703.060547,31.534172,23.311028,0,
CP=2721.742188,81.156479,23.604874,0,
CP=2749.567871,183.130829,21.085331,0,
CP=2659.221924,302.598999,38.629280,0,
CP=2535.641113,293.609955,28.129852,0,
CP=2333.801270,314.256622,31.664063,0,
CP=2034.602051,302.956543,33.682140,0,
CP=1732.662476,269.049744,16.968090,0,
CP=1595.533203,338.557983,20.536144,0,
CP=1624.057373,376.028839,27.925959,0,
CP=1660.167725,340.237305,29.300987,0,
CP=1656.446533,298.082520,29.223534,0,
CP=1676.923340,321.197418,29.116982,0,
CP=1732.196533,481.317993,28.991882,0,
CP=1774.459839,603.298950,21.172026,0,
CP=1806.902344,806.242249,10.038385,0,
CP=1806.924438,1001.108154,5.741996,0,
CP=1806.672485,1209.579834,5.734375,0,
CP=1807.501099,1373.418091,5.734375,0,
CP=1806.020264,1572.727905,5.741995,0,
CP=1805.612549,1801.431152,5.734375,0,
CP=1805.995361,2036.965820,2.906250,0,
CP=1797.739868,2246.139404,3.974277,0,
CP=1773.422485,2375.386230,5.760217,0,
CP=1690.437988,2442.180176,5.770308,0,
CP=1572.604004,2487.672119,6.060662,0,
CP=1720.031250,2551.951660,9.944219,0,
CP=1815.211792,2496.374512,13.421851,0,
CP=1808.262329,2360.503662,5.845953,0,
CP=1806.843750,1983.480835,3.930724,0,
CP=1818.949341,1840.098267,5.734375,0,
CP=1878.116333,1717.135376,10.023719,0,
CP=1989.866211,1713.675903,9.671875,0,
CP=2089.299561,1787.513184,9.671875,0,
CP=2124.083740,1946.251587,9.679285,0,
CP=2126.127441,2179.652344,9.671875,0,
CP=2100.616943,2301.131592,9.671875,0,
CP=2116.589355,2346.884277,9.671875,0,
CP=2194.414063,2335.748291,9.671875,0,
CP=2149.270752,2242.646240,9.671875,0,
CP=2145.447021,2135.620850,9.671875,0,
CP=2147.381348,1919.743164,9.679656,0,
CP=2120.518311,1811.337769,9.671875,0,
CP=2071.733887,1673.256836,9.679659,0,
CP=2067.456299,1522.826904,9.671875,0,
CP=2068.811768,1252.417969,9.671875,0,
CP=2077.923340,1196.415039,9.679659,0,
CP=2185.798096,1195.481445,10.048437,0,
CP=2178.363037,1147.910889,11.201372,0,
CP=2098.138916,1047.070801,9.671875,0,
CP=2037.432861,1011.453918,9.671875,0,

; Spawn Points
; If there are no spawn points, races will just be given their vehicle at the checkpoint
; Format: SPAWN=x,y,z,rotz
SPAWN=1296.888550,1813.011230,10.859189,360.0
SPAWN=1293.323730,1813.101318,10.557357,360.0
SPAWN=1299.970215,1813.546143,10.602120,360.0
SPAWN=1289.725708,1812.683838,10.859189,360.0
SPAWN=1302.980347,1813.417725,10.489554,360.0
SPAWN=1290.791626,1806.493530,10.422185,360.0
SPAWN=1296.100952,1806.857666,10.453605,360.0
SPAWN=1300.492432,1807.316772,10.422185,360.0

; Objects
; The last param (viewdistance) is optional
; Format: OBJECT=modelid,x,y,z,rotx,roty,rotz,viewdistance

; Pickups
; Format:
;	PICKUPREPAIR=x,y,z
;	PICKUPNITRO=x,y,z
;	PICKUPVEHICLE=vehicletype,x,y,z
