
Name=Airbourne Highway
Author=National
MinLevel=15
JoinCost=10000

; The location of the waiting checkpoint.
; WaitLocation=waitx,waity,waitz
WaitLocation=2834.896484,-1073.255493,23.132740

RunTime=1000
WinBaseXP=1200000
WinBaseCash=1200000
Weather=0

; Vehicle Model to race with. Other models: 0=No vehicle, -1=Any vehicle
Vehicle=411
VehicleHealth=5000.0

; Checkpoints
; Type=0 is a normal checkpoint
; Type=1 is an air checkpoint
; The params type and size are optional
; Format: CP=x,y,z,type,size
CP=1005.300842,1913.027588,65.101151,0,0.0
CP=1079.949341,1923.786255,53.969746,0,0.0
CP=1112.131470,1896.897705,53.189854,0,0.0
CP=1050.563721,1826.460449,78.240891,0,0.0
CP=1000.227173,1766.794556,80.665413,0,0.0
CP=1058.824341,1712.161499,80.665413,0,0.0
CP=1091.637939,1644.373291,69.830780,0,0.0
CP=1142.709106,1535.159546,51.114361,0,0.0
CP=1104.490356,1528.069824,51.201881,0,0.0,411
CP=1051.371460,1529.032104,51.386368,0,0.0
CP=955.161560,1532.119141,65.113174,0,0.0
CP=820.676270,1537.971313,88.645233,0,0.0
CP=703.514648,1544.046509,114.948647,0,0.0
CP=481.203888,1554.537231,179.481201,0,0.0
CP=427.389130,1556.988525,198.399231,0,0.0
CP=379.235748,1559.700073,215.721619,0,0.0
CP=337.271393,1561.677612,230.544998,0,0.0
CP=177.437805,1569.281372,287.781036,0,0.0
CP=37.663891,1576.215698,337.337097,0,0.0
CP=-224.332901,1588.631226,430.801544,0,0.0
CP=-462.974121,1600.281982,515.958069,0,0.0
CP=-660.748108,1609.931519,586.535400,0,0.0
CP=-903.956726,1621.748413,673.292603,0,0.0
CP=-1151.349487,1634.212158,763.380188,0,0.0
CP=-1411.519531,1647.008179,860.787354,0,0.0
CP=-1679.249756,1660.347900,960.601990,0,0.0
CP=-1894.393799,1670.938110,1041.191528,0,0.0
CP=-2052.402588,1678.761597,1058.463501,0,0.0
CP=-2216.489258,1686.844849,1098.341553,0,0.0
CP=-2406.164063,1695.932739,1116.891724,0,0.0
CP=-2642.464355,1707.622192,1174.075684,0,0.0
CP=-2795.783936,1715.029297,1207.575684,0,0.0
CP=-2906.969238,1721.119385,1210.420898,0,0.0
CP=-2962.192627,1735.322510,1210.436890,0,0.0
CP=-2951.312256,1704.045776,1208.504517,0,11.85001
CP=-2847.360840,1656.610840,1204.772095,0,11.85001
CP=-2653.665771,1568.364258,1129.141968,0,11.85001
CP=-2474.425049,1489.452881,1058.524292,0,11.85001
CP=-2300.600342,1412.150391,990.017700,0,11.85001
CP=-2105.391846,1325.667847,912.848999,0,11.85001
CP=-1891.711426,1241.022583,807.408691,0,11.85001
CP=-1679.289307,1158.071167,701.350525,0,11.85001
CP=-1503.242432,1089.376953,613.002136,0,11.85001
CP=-1315.652466,1016.350098,519.287170,0,11.85001
CP=-1125.934814,941.079285,424.374207,0,11.85001
CP=-942.266907,869.620972,332.892029,0,11.85001
CP=-760.464966,797.512451,241.508896,0,11.85001
CP=-636.601685,749.603149,179.864456,0,11.85001
CP=-519.227234,703.424561,120.936554,0,0.0
CP=-372.976410,646.680237,48.209225,0,11.85001
CP=-227.526047,603.394226,7.992264,0,0.0
CP=-116.530602,546.986267,5.860141,0,0.0,522
CP=-44.416393,562.035156,8.070733,0,0.0
CP=12.403725,614.504272,7.787750,0,0.0
CP=127.345490,683.270935,4.915928,0,0.0
CP=216.924377,728.729492,5.130605,0,0.0
CP=322.162201,757.345825,5.136993,0,0.0
CP=423.499756,741.988586,5.081057,0,0.0
CP=551.182190,676.994507,2.400962,0,0.0
CP=678.350952,658.041016,7.517906,0,0.0
CP=794.171326,671.779236,10.471660,0,0.0
CP=934.664978,724.775818,9.702606,0,0.0
CP=1046.124268,773.024536,9.702322,0,0.0
CP=1181.536743,823.441101,8.626163,0,0.0
CP=1333.464722,833.855469,5.955963,0,0.0
CP=1442.270874,835.142334,5.820126,0,0.0
CP=1561.680176,835.429077,5.801473,0,0.0
CP=1688.374512,834.481140,6.756509,0,0.0
CP=1798.473022,834.593262,9.671875,0,0.0
CP=1890.015991,833.797119,7.289209,0,0.0
CP=1935.591675,834.056458,5.797120,0,0.0
CP=1962.813232,834.044678,5.734375,0,0.0
CP=1997.484131,834.105835,6.748713,0,0.0
CP=2084.723389,833.682434,5.734375,0,0.0
CP=2160.603760,823.475525,5.734375,0,0.0
CP=2220.494629,786.892639,8.332316,0,0.0
CP=2283.564209,757.365601,9.879229,0,0.0
CP=2292.717041,635.412781,9.904483,0,0.0
CP=2352.209961,624.986450,9.820313,0,0.0
CP=2392.178955,611.435669,9.820313,0,0.0
CP=2432.341553,581.739624,8.472557,0,0.0
CP=2462.631592,557.701965,0.069852,0,0.0,473
CP=2484.560059,539.215027,0.000600,0,0.0
CP=2536.607422,503.140198,0.052280,0,0.0
CP=2616.252930,449.159149,-0.044864,0,0.0
CP=2670.418457,411.598480,-0.127068,0,0.0
CP=2722.010742,364.520630,-0.040249,0,0.0
CP=2744.108154,326.323914,-0.109427,0,0.0

; Spawn Points
; If there are no spawn points, races will just be given their vehicle at the checkpoint
; Format: SPAWN=x,y,z,rotz
SPAWN=2834.896484,-1073.255493,23.132740,360.0
SPAWN=2839.455811,-1073.853638,23.135807,360.0
SPAWN=2843.399414,-1073.493896,23.295303,360.0
SPAWN=2850.667236,-1080.121216,23.339865,360.0
SPAWN=2854.550293,-1079.874390,23.338598,360.0
SPAWN=2846.931641,-1080.118408,23.338705,360.0
SPAWN=2843.175781,-1080.502563,23.332954,360.0
SPAWN=2839.740967,-1081.068970,23.178152,360.0
SPAWN=2835.549072,-1080.627319,23.170544,360.0
SPAWN=2832.513428,-1088.357544,23.607275,360.0
SPAWN=2836.113281,-1087.855713,23.409657,360.0
SPAWN=2797.837646,-1002.129822,-61.448711,360.0
SPAWN=2843.134766,-1087.915283,23.580984,360.0
SPAWN=2839.823730,-1087.238281,23.386154,360.0
SPAWN=2847.183594,-1088.041138,23.593023,360.0
SPAWN=2850.772461,-1087.481934,23.566374,360.0
SPAWN=2854.528076,-1087.061157,23.552187,360.0
SPAWN=2847.176270,-1071.318115,23.132740,360.0
SPAWN=2854.059326,-1073.625732,23.306553,360.0
SPAWN=2836.419922,-1094.656860,23.646708,360.0
SPAWN=2850.386719,-1073.258057,23.303457,360.0
SPAWN=2841.166260,-1093.789307,23.646708,360.0
SPAWN=2845.074707,-1093.679688,23.775333,360.0
SPAWN=2847.913086,-1093.406250,23.646708,360.0
SPAWN=2851.453613,-1093.425293,23.646708,360.0
SPAWN=2854.870850,-1093.067505,23.646708,360.0

; Objects
; The last param (viewdistance) is optional
; Format: OBJECT=modelid,x,y,z,rotx,roty,rotz,viewdistance
OBJECT=1634,2836.9880,-667.4548,11.2675,0.0000,0.0000,0.0000
OBJECT=1634,2841.3389,-667.4277,11.1249,0.0000,0.0000,0.0000
OBJECT=1634,2849.9448,-667.2952,11.1176,0.0000,0.0000,0.0000
OBJECT=1634,2854.2593,-667.2604,11.2167,0.0000,0.0000,0.0000
OBJECT=1634,2845.6067,-667.3511,11.1196,0.0000,0.0000,0.0000
OBJECT=4152,2831.4946,-506.7688,35.0987,10.3132,0.0000,3.4377
OBJECT=4152,2849.9417,-505.3768,35.1680,10.3132,0.0000,3.4377
OBJECT=4841,2866.9941,-294.4612,40.5324,0.0000,0.0000,184.5707
OBJECT=4841,2965.0388,-84.1679,40.5122,0.0000,0.0000,5.0522
OBJECT=1318,2822.1372,-443.1552,47.3416,0.0000,0.0000,270.6186
OBJECT=1318,2844.8828,-441.9293,47.1668,0.0000,0.0000,270.6186
OBJECT=1225,2985.7979,-4.9077,38.1360,0.0000,0.0000,0.0000
OBJECT=1225,2987.7734,-0.6499,38.1360,0.0000,0.0000,0.0000
OBJECT=1225,2989.8662,3.3038,37.9570,0.0000,0.0000,0.0000
OBJECT=1225,2992.3501,7.4488,37.9570,0.0000,0.0000,0.0000
OBJECT=1225,2995.2375,9.5975,37.9570,0.0000,0.0000,0.0000
OBJECT=1225,2999.3132,10.8458,38.1289,0.0000,0.0000,0.0000
OBJECT=1225,3005.7373,12.8122,37.9570,0.0000,0.0000,0.0000
OBJECT=1225,3009.7075,13.3849,37.9570,0.0000,0.0000,0.0000
OBJECT=1225,3013.4192,13.6136,38.1289,0.0000,0.0000,0.0000
OBJECT=1225,3016.5115,13.7977,38.1289,0.0000,0.0000,0.0000
OBJECT=1225,3002.7422,11.9279,38.1289,0.0000,0.0000,0.0000
OBJECT=1318,3012.8879,11.3617,38.0497,0.0000,0.0000,0.0000
OBJECT=1318,3014.1775,-8.2386,38.0497,0.0000,0.0000,0.0000
OBJECT=1318,3013.4248,1.9160,38.0497,0.0000,0.0000,0.0000
OBJECT=3995,3051.7322,8.2788,32.9453,0.0000,0.0000,184.6746
OBJECT=978,3087.2402,-14.0824,38.1669,0.0000,0.0000,79.9276
OBJECT=978,3088.8997,-4.8622,38.1526,0.0000,0.0000,79.9276
OBJECT=978,3081.9636,-17.5403,38.3402,0.0000,2.5783,344.5301
OBJECT=3996,3007.6362,41.6229,28.7972,0.0000,353.9839,342.8113
OBJECT=1633,2957.5789,52.2325,25.2160,4.2972,0.0000,73.9115
OBJECT=1633,2958.7107,56.0838,25.2506,4.2972,0.0000,75.6304
OBJECT=1633,2959.9380,60.0723,25.2288,4.2972,0.0000,75.6304
OBJECT=1633,2803.9609,129.3792,21.1123,0.0000,0.0000,72.1926
OBJECT=1633,2805.1536,133.2000,21.1266,0.0000,0.0000,72.1926
OBJECT=1634,2048.1602,309.8050,34.9828,2.5783,0.0000,97.1163
OBJECT=1634,2043.2958,309.2069,38.3732,18.9076,0.0000,97.1163
OBJECT=1634,2039.4825,308.6915,42.8287,30.0803,0.0000,97.1163
OBJECT=4823,1867.0122,377.7509,85.8556,0.0000,0.0000,277.4941
OBJECT=2755,1972.8921,294.4499,63.5303,0.0000,0.0000,277.4941
OBJECT=2755,1970.7244,310.7011,63.5307,0.0000,0.0000,277.4941
OBJECT=2755,1971.1287,307.6780,63.5306,0.0000,0.0000,277.4941
OBJECT=2755,1972.4539,297.4780,63.5308,0.0000,0.0000,277.4941
OBJECT=2755,1971.3539,305.3954,63.3662,0.0000,0.0000,277.4941
OBJECT=2755,1972.5417,297.5302,66.9091,0.0000,0.0000,277.4941
OBJECT=2755,1971.5531,305.2823,66.7953,0.0000,0.0000,277.4941
OBJECT=2755,1972.5959,297.6142,70.0596,0.0000,0.0000,277.4941
OBJECT=2755,1971.4900,305.3332,69.9908,0.0000,0.0000,277.4941
OBJECT=2755,1972.8927,294.4873,66.8940,0.0000,0.0000,277.4941
OBJECT=2755,1971.2733,308.1270,66.9375,0.0000,0.0000,277.4941
OBJECT=2755,1970.6763,310.9035,66.9075,0.0000,0.0000,277.4941
OBJECT=2755,1972.5568,297.7083,73.2351,0.0000,0.0000,277.4941
OBJECT=2755,1971.5582,305.3587,73.2873,0.0000,0.0000,277.4941
OBJECT=2755,1972.9348,294.5522,69.9948,0.0000,0.0000,277.4941
OBJECT=2755,1971.3643,308.1424,70.4134,0.0000,0.0000,277.4941
OBJECT=2755,1970.8518,310.9279,70.3025,0.0000,0.0000,277.4941
OBJECT=2755,1972.9618,294.5787,73.2207,0.0000,0.0000,277.4941
OBJECT=2755,1971.1982,308.2557,73.2830,0.0000,0.0000,277.4941
OBJECT=2755,1970.8433,311.0697,73.2799,0.0000,0.0000,277.4941
OBJECT=2098,1972.1969,301.4060,76.8772,0.0000,0.0000,97.1163
OBJECT=1675,2044.9891,298.7833,36.5193,0.0000,0.0000,7.7349
OBJECT=1675,2042.1030,319.8157,36.4434,0.0000,0.0000,7.7349
OBJECT=1634,2028.7708,297.6049,34.9313,6.8755,0.0000,277.4941
OBJECT=1634,1781.5100,1244.1705,7.0668,3.4377,0.0000,0.0000
OBJECT=1634,1793.0310,1244.1516,7.0317,4.2972,0.0000,0.0000
OBJECT=1634,1793.7463,1562.1984,7.0393,4.2972,0.0000,0.0000
OBJECT=1634,1782.5063,1562.2181,7.0937,4.2972,0.0000,0.0000
OBJECT=1225,1788.8516,1241.1169,6.1401,0.0000,0.0000,0.0000
OBJECT=1225,1785.0992,1241.0736,6.1478,0.0000,0.0000,0.0000
OBJECT=1225,1787.0216,1241.1761,6.1478,0.0000,0.0000,0.0000
OBJECT=1225,1775.9502,1239.0065,6.5713,0.0000,0.0000,0.0000
OBJECT=1225,1777.6725,1240.3112,6.2914,0.0000,0.0000,0.0000
OBJECT=1225,1796.4711,1240.2855,6.2950,0.0000,0.0000,0.0000
OBJECT=1225,1788.1656,1558.7958,6.1401,0.0000,0.0000,0.0000
OBJECT=1225,1789.9103,1558.6611,6.1478,0.0000,0.0000,0.0000
OBJECT=1225,1786.3358,1558.7830,6.1401,0.0000,0.0000,0.0000
OBJECT=1225,1777.1162,1556.5166,6.2794,0.0000,0.0000,0.0000
OBJECT=1225,1796.9117,1558.3866,6.8042,0.0000,0.0000,0.0000
OBJECT=1225,1778.8640,1557.7513,6.2275,0.0000,0.0000,0.0000
OBJECT=1225,1774.6631,1237.6504,6.8240,0.0000,0.0000,0.0000
OBJECT=1225,1775.5973,1554.6477,6.5280,0.0000,0.0000,0.0000
OBJECT=4203,1785.9366,2052.8193,22.8700,24.9237,0.0000,8.5944
OBJECT=1225,1777.9586,2012.8898,3.7240,0.0000,0.0000,0.0000
OBJECT=1225,1795.5587,2016.3021,3.4752,0.0000,0.0000,0.0000
OBJECT=1225,1779.3380,2014.2017,3.6499,0.0000,0.0000,0.0000
OBJECT=1225,1776.3182,2011.2406,4.1175,0.0000,0.0000,0.0000
OBJECT=1225,1774.8457,2009.3601,4.6259,0.0000,0.0000,0.0000
OBJECT=1634,1775.0253,465.6332,109.4220,4.2972,0.0000,7.7349
OBJECT=1634,1779.1144,466.1984,109.4352,4.2972,0.0000,7.7349
OBJECT=4203,1503.5892,2455.6943,19.1351,342.8113,0.0000,272.3375
OBJECT=4168,1489.1542,2468.8696,3.9556,97.9757,8.5944,260.4097
OBJECT=4809,1380.4971,2482.1152,31.5192,0.0000,0.0000,63.5983
OBJECT=4834,1264.1853,2544.0344,32.5486,0.0000,2.5783,323.0442
OBJECT=3995,1351.3301,2574.5637,37.2570,0.0000,0.0000,189.0765
OBJECT=18561,1183.2987,2122.6379,23.3436,0.0000,6.8755,50.7067
OBJECT=4835,1039.5911,1951.6934,59.7702,0.8594,10.3132,48.9878
OBJECT=4839,894.7852,1867.7223,84.1339,0.8594,0.0000,317.9915
OBJECT=4144,948.6611,1829.3419,80.1383,0.0000,0.0000,152.1205
OBJECT=4142,1047.4202,1759.2163,80.7357,0.0000,0.0000,319.6065
OBJECT=4553,1090.1749,1650.1250,72.1329,0.0000,353.1245,116.0238
OBJECT=4553,1124.7063,1576.6674,59.6959,0.0000,353.1245,116.0238
OBJECT=4108,991.3212,1530.3317,59.7432,351.4056,0.0000,268.8998
OBJECT=4108,875.1031,1534.1135,78.8204,349.6868,359.1406,267.1809
OBJECT=4108,760.0857,1539.7633,102.0799,347.1084,359.1406,267.1809
OBJECT=4108,648.0261,1545.1691,130.0695,344.5301,359.1406,267.1809
OBJECT=4108,537.2255,1550.4678,162.2274,342.8113,359.1406,267.1809
OBJECT=4108,424.3828,1556.1085,199.5814,340.2330,359.1406,267.1809
OBJECT=4108,313.0666,1561.6575,239.3542,340.2330,359.1406,267.1809
OBJECT=4108,203.8225,1566.8416,278.3879,340.2330,359.1406,267.1809
OBJECT=4108,100.8286,1571.7781,315.0244,340.2330,359.1406,267.1809
OBJECT=4108,-5.4614,1576.8702,352.8935,340.2330,359.1406,267.1809
OBJECT=4108,-114.8436,1582.0558,391.8855,340.2330,359.1406,267.1809
OBJECT=4108,-222.9377,1587.3694,430.3997,340.2330,359.1406,267.1809
OBJECT=4108,-332.1105,1592.7629,469.3056,340.2330,359.1406,267.1809
OBJECT=4108,-440.3254,1598.0814,507.9092,340.2330,359.1406,267.1809
OBJECT=4108,-549.6939,1603.3514,546.9879,340.2330,359.1406,267.1809
OBJECT=4108,-653.7656,1608.3362,584.1231,340.2330,359.1406,267.1809
OBJECT=4108,-759.6526,1613.6320,621.8666,340.2330,359.1406,267.1809
OBJECT=4108,-870.9339,1619.2153,661.5114,340.2330,359.1406,267.1809
OBJECT=4108,-977.8003,1624.6016,699.6210,340.2330,359.1406,267.1809
OBJECT=4108,-1089.1704,1630.0994,740.3282,339.3735,359.1406,267.1809
OBJECT=4108,-1191.1654,1635.0763,778.4616,339.3735,359.1406,267.1809
OBJECT=4108,-1296.0211,1640.3031,817.5983,339.3735,359.1406,267.1809
OBJECT=4108,-1401.8387,1645.5786,857.2406,339.3735,359.1406,267.1809
OBJECT=4108,-1509.9218,1650.8629,897.5936,339.3735,359.1406,267.1809
OBJECT=4108,-1619.6698,1656.2572,938.5553,339.3735,359.1406,267.1809
OBJECT=4108,-1728.9817,1661.5133,979.3125,339.3735,359.1406,267.1809
OBJECT=4108,-1840.4115,1667.1409,1020.9473,339.3735,359.1406,267.1809
OBJECT=4108,-1955.9106,1672.8486,1045.0936,356.5623,359.1406,267.1809
OBJECT=4108,-2064.2751,1678.2559,1061.4675,346.2490,359.1406,267.1809
OBJECT=4108,-2178.1433,1683.7959,1089.0416,346.2490,359.1406,267.1809
OBJECT=4108,-2295.8347,1689.3730,1103.6080,359.1406,359.1406,267.1809
OBJECT=4108,-2409.0500,1694.8491,1117.6945,346.2490,359.1406,267.1809
OBJECT=4108,-2510.2397,1699.9899,1142.1582,346.2490,359.1406,267.1809
OBJECT=4108,-2619.8142,1705.4055,1168.6212,346.2490,359.1406,267.1809
OBJECT=4108,-2724.8052,1710.5668,1194.0146,346.2490,359.1406,267.1809
OBJECT=4108,-2839.9011,1716.2828,1208.9478,358.2811,359.1406,267.1809
OBJECT=3995,-2938.5532,1718.0858,1206.0499,0.0000,0.0000,355.7028
OBJECT=970,-2972.8203,1738.4496,1210.9771,0.0000,0.0000,249.1328
OBJECT=970,-2971.3389,1742.4064,1210.9775,0.0000,0.0000,249.1328
OBJECT=970,-2969.9648,1746.1813,1210.9788,0.0000,0.0000,249.1328
OBJECT=4108,-2897.9971,1678.9985,1206.3921,358.2811,359.1406,244.8355
OBJECT=970,-2974.1335,1734.9425,1210.9850,0.0000,0.0000,249.1328
OBJECT=970,-2969.2375,1748.1155,1210.9811,0.0000,0.0000,249.1328
OBJECT=970,-2975.5439,1731.0136,1210.9825,0.0000,0.0000,249.1328
OBJECT=970,-2966.6934,1749.0947,1211.1561,0.0000,0.0000,334.2169
OBJECT=970,-2963.0137,1747.3624,1210.9816,0.0000,0.0000,334.2169
OBJECT=970,-2959.3884,1745.6073,1211.1561,0.0000,0.0000,334.2169
OBJECT=17655,-2791.7712,1629.9578,1183.7548,0.8594,24.0642,335.9358
OBJECT=17655,-2705.7136,1591.6052,1149.6753,0.8594,24.0642,335.9358
OBJECT=17655,-2620.1594,1552.9744,1115.7793,0.8594,24.0642,335.9358
OBJECT=17655,-2536.1187,1515.4063,1082.4210,0.8594,24.0642,335.9358
OBJECT=17655,-2452.0920,1477.8765,1049.2007,0.8594,24.0642,335.9358
OBJECT=17655,-2370.8308,1441.6792,1017.1525,0.8594,24.0642,335.9358
OBJECT=17655,-2285.7661,1403.6138,983.4009,0.8594,24.0642,335.9358
OBJECT=17655,-2203.0337,1366.8851,950.7757,0.8594,24.0642,335.9358
OBJECT=17655,-2117.3240,1328.9771,916.9123,0.8594,24.0642,335.9358
OBJECT=17655,-2032.5016,1294.0870,877.8967,0.8594,29.2208,338.5141
OBJECT=17655,-1947.6727,1261.1050,835.0900,0.8594,29.2208,338.5141
OBJECT=17655,-1864.0463,1228.5031,793.1277,0.8594,29.2208,338.5141
OBJECT=17655,-1784.1375,1197.4331,753.1799,0.8594,29.2208,338.5141
OBJECT=17655,-1712.0787,1169.1321,717.4038,0.8594,29.2208,338.5141
OBJECT=17655,-1637.4388,1139.7642,680.1241,0.8594,29.2208,338.5141
OBJECT=17655,-1556.4296,1108.4369,638.6742,0.8594,29.2208,338.5141
OBJECT=17655,-1483.3953,1079.9633,602.4914,0.8594,29.2208,338.5141
OBJECT=17655,-1402.8137,1048.4122,562.1431,0.8594,29.2208,338.5141
OBJECT=17655,-1325.8066,1018.4895,523.7231,0.8594,29.2208,338.5141
OBJECT=17655,-1253.5054,989.7668,487.6433,0.8594,29.2208,338.5141
OBJECT=17655,-1178.4478,959.9341,450.0503,0.8594,29.2208,338.5141
OBJECT=17655,-1103.2020,930.4765,412.4705,0.8594,29.2208,338.5141
OBJECT=17655,-1018.4872,897.5792,370.0019,0.8594,29.2208,338.5141
OBJECT=17655,-937.6547,865.9681,329.5591,0.8594,29.2208,338.5141
OBJECT=17655,-867.1718,838.5035,294.6182,0.8594,29.2208,338.5141
OBJECT=17655,-786.0518,806.7843,254.0248,0.8594,29.2208,338.5141
OBJECT=17655,-709.7726,777.0975,215.5623,0.8594,29.2208,338.5141
OBJECT=17655,-633.1470,747.2902,177.3180,0.8594,29.2208,338.5141
OBJECT=17655,-557.4090,718.1102,139.5714,0.8594,29.2208,338.5141
OBJECT=17655,-484.3979,689.5614,103.4238,0.8594,29.2208,338.5141
OBJECT=17655,-404.6971,658.9067,63.6625,0.8594,29.2208,338.5141
OBJECT=4133,-333.6349,631.0645,27.3863,335.0763,353.1245,232.8034
OBJECT=1634,2000.0477,834.0692,7.0317,0.0000,0.0000,269.7592
OBJECT=1634,2006.6824,834.0543,11.0521,12.0321,0.0000,269.7592
OBJECT=1634,2015.6683,834.0340,23.4569,43.8313,0.0000,269.7592
OBJECT=1634,2012.2579,834.0404,16.9086,30.0803,0.0000,269.7592
OBJECT=1634,2016.9648,834.0242,28.2239,55.0039,0.0000,269.7592
OBJECT=987,1251.0629,2484.4551,30.2776,0.0000,0.0000,321.3253
OBJECT=987,1241.7548,2491.8049,30.6585,0.0000,0.0000,321.3253
OBJECT=987,1376.8290,2552.9006,41.8117,0.0000,0.0000,348.8273
OBJECT=987,1365.1781,2555.2085,41.8117,0.0000,0.0000,348.8273
OBJECT=987,1388.3630,2550.6648,41.6325,0.0000,0.0000,84.2247
OBJECT=987,1389.9110,2562.2927,41.6476,0.0000,0.0000,84.2247
OBJECT=987,1276.7517,2550.2849,31.3013,0.0000,359.1406,53.2850
OBJECT=987,1269.9487,2540.7449,31.2234,0.0000,359.1406,53.2850
OBJECT=3996,1955.1526,312.3329,37.3664,278.3536,0.0000,279.2130
OBJECT=1633,976.1095,745.5621,11.1121,3.4377,359.1406,293.8234
OBJECT=1633,977.4290,741.7064,11.0465,3.4377,359.1406,293.8234
OBJECT=1633,978.8041,737.9614,11.0121,3.4377,359.1406,293.8234
OBJECT=1633,980.5746,734.2040,11.1206,3.4377,359.1406,293.8234
OBJECT=1655,2535.9465,502.5577,0.8860,0.0000,0.0000,233.6628
OBJECT=1655,2614.2832,450.5436,0.7320,0.0000,0.0000,233.6628
OBJECT=1655,2674.3994,408.5566,0.9116,0.0000,0.0000,233.6628
OBJECT=1633,127.3194,686.8500,6.2257,0.0000,0.0000,301.5584
OBJECT=1633,129.4635,683.2425,6.2764,0.0000,0.0000,301.5584
OBJECT=972,119.3394,677.2269,4.7840,0.0000,0.0000,301.5584
OBJECT=972,114.4644,687.1088,4.8901,0.0000,0.0000,301.5584
OBJECT=972,135.6288,700.1823,5.1413,0.0000,0.0000,301.5584
