
Name=Dead Mens Land
Author=Nightshade
MinLevel=20
JoinCost=1300

; The location of the waiting checkpoint.
; WaitLocation=waitx,waity,waitz
WaitLocation=-794.946228,2433.153320,156.928940

RunTime=999
WinBaseXP=50000
WinBaseCash=50000
Time=5:3
Weather=8

; Vehicle Model to race with. Other models: 0=No vehicle, -1=Any vehicle
Vehicle=411

; Checkpoints
; Type=0 is a normal checkpoint
; Type=1 is an air checkpoint
; The params type and size are optional
; Format: CP=x,y,z,type,size
CP=134.922028,1959.433105,18.459288,0,0.0
CP=131.410004,1903.732300,21.774309,0,0.0
CP=128.159668,1881.414551,16.835938,0,0.0
CP=139.980865,1826.266602,16.640625,0,0.0
CP=210.846771,1826.207397,16.648148,0,0.0
CP=201.001038,1882.614258,16.648058,0,0.0
CP=227.294937,1870.965820,16.648058,0,0.0
CP=225.416931,1912.259155,16.640625,0,0.0
CP=218.225952,1930.748047,22.242188,0,0.0
CP=190.332886,1938.804199,25.455189,0,0.0
CP=137.099472,1988.932251,18.500521,0,0.0
CP=123.503967,2064.491699,15.881382,0,0.0
CP=8.066620,2067.126465,16.447861,0,0.0
CP=-157.140656,2053.656250,15.677013,0,0.0
CP=-116.395523,1819.714966,18.854406,0,0.0
CP=-90.209831,1466.257202,8.966230,0,0.0
CP=-77.920700,1261.984009,11.571423,0,0.0
CP=-117.616127,1245.969482,16.272346,0,0.0
CP=-123.816826,1200.265869,18.593750,0,0.0
CP=-276.263275,1189.734375,18.593750,0,0.0
CP=-271.717743,1021.098083,18.585987,0,0.0
CP=-198.532211,1012.411072,18.585464,0,0.0
CP=-227.314133,857.729614,10.192578,0,0.0
CP=-294.838470,818.757629,13.169077,0,0.0
CP=-358.823608,957.473267,9.440872,0,0.0
CP=-553.303467,1097.043091,10.023387,0,0.0
CP=-619.785767,1198.740967,9.689219,0,0.0
CP=-740.034546,1245.771851,12.414063,0,0.0
CP=-816.420898,1362.684448,12.609375,0,0.0
CP=-846.084412,1508.281006,18.717319,0,0.0
CP=-868.201904,1630.854248,25.971422,0,0.0
CP=-975.636841,1724.814819,29.647844,0,0.0
CP=-1149.198730,1779.785522,38.113209,0,0.0
CP=-1209.184692,1859.369019,39.745739,0,0.0
CP=-1242.389893,1914.265015,41.759804,0,0.0
CP=-1266.712891,2025.074341,68.827164,0,0.0
CP=-1174.798218,2094.145264,82.293327,0,0.0
CP=-1061.116699,2146.780029,86.295532,0,0.0
CP=-1089.209595,2289.105225,85.717140,0,0.0
CP=-1109.603027,2464.269043,79.741028,0,0.0
CP=-1148.513306,2574.195801,69.510201,0,0.0
CP=-1225.272949,2678.737793,45.436516,0,0.0
CP=-1344.005127,2641.216553,49.645107,0,0.0
CP=-1505.593018,2729.840576,64.177673,0,0.0
CP=-1672.265747,2725.224854,60.216942,0,0.0
CP=-1768.031982,2711.092041,58.375614,0,0.0
CP=-1704.551880,2663.868164,62.199596,0,0.0
CP=-1653.345093,2599.842041,80.015579,0,0.0
CP=-1647.149536,2489.917480,85.485641,0,0.0
CP=-1710.836426,2464.839355,77.324104,0,0.0
CP=-1735.378052,2436.598877,68.483437,0,0.0
CP=-1689.195190,2402.909912,57.372818,0,0.0
CP=-1755.597168,2299.988037,36.352402,0,0.0
CP=-1685.275146,2334.989502,31.027115,0,0.0
CP=-1739.750610,2227.820557,2.466110,0,0.0
CP=-1812.932007,2141.410156,6.274487,0,0.0
CP=-1796.583496,2071.297119,7.606016,0,0.0
CP=-1814.604980,2046.434570,8.012679,0,0.0
CP=-1845.798828,2036.907837,3.163845,0,0.0

; Spawn Points
; If there are no spawn points, races will just be given their vehicle at the checkpoint
; Format: SPAWN=x,y,z,rotz
SPAWN=-794.946228,2433.153320,156.928940,178.0
SPAWN=-797.772034,2432.893311,156.899261,178.0
SPAWN=-800.614624,2433.247314,156.870102,178.0
SPAWN=-803.180359,2433.335938,156.843796,178.0
SPAWN=-792.363892,2433.258789,156.930008,178.0
SPAWN=-789.782104,2433.273682,156.931778,178.0
SPAWN=-792.444580,2438.847168,156.886276,178.0
SPAWN=-795.009766,2438.893311,156.884048,178.0
SPAWN=-797.638428,2438.839355,156.882538,178.0
SPAWN=-789.680115,2439.041260,156.886795,178.0

; Objects
; The last param (viewdistance) is optional
; Format: OBJECT=modelid,x,y,z,rotx,roty,rotz,viewdistance
OBJECT=1632,135.055542,1957.008545,19.742594,0.0,0.0,180.48171
OBJECT=1632,226.334030,1909.061646,17.940737,0.0,0.0,17.18873
OBJECT=1632,194.742188,1935.826538,23.542299,0.0,0.0,51.56619
OBJECT=1632,-1816.575806,2046.196411,9.269487,0.0,0.0,111.72680

; Pickups
; Format:
;	PICKUPREPAIR=x,y,z
;	PICKUPNITRO=x,y,z
;	PICKUPVEHICLE=vehicletype,x,y,z
